偉峰診所,07-2820396,高雄市新興區林森一路126號一樓
董金山診所,073833405,高雄市三民區大昌二路５４４號
陳文隆小兒內診所,073832058,高雄市三民區新民路１４３號
徐新勇內兒科診所,073849071,高雄市三民區大順二路３４號
怡德耳鼻喉科診所,07-2864875,高雄市三民區自立一路９９號一樓
賴耳鼻喉科診所,073826946,高雄市三民區鼎山街５８１號
仁愛內兒科診所,072417048,高雄市三民區建國三路４６３號
何思賢家庭醫學科診所,073119566,高雄市三民區吉林街９８號
嘉美診所,073866781,高雄市三民區建工路８１０號1-2樓
許永霖內兒科診所,073213200,高雄市三民區嫩江街８４號
曾宜宏耳鼻喉科診所,07-3212233,高雄市三民區自立一路３７０號３７２號一樓
謝耳鼻喉科診所,073110420,高雄市三民區熱河一街３３３號
楊英隆內兒科診所,073116281,高雄市三民區九如二路４１９號
三民診所,073827249,高雄市三民區民族一路２２６號
陳豊源耳鼻喉科診所,073870120,高雄市三民區建工路６４８號
李坤泰診所,073871140,高雄市三民區覺民路１８６號
亨利耳鼻喉科診所,07-3854638,高雄市三民區義華路414號
黃義霖診所,073857422,高雄市三民區黃興路115號一樓
建和耳鼻喉科診所,072231828,高雄市三民區建國一路４１３－２號
曾繁英診所,073111048,高雄市三民區自立一路２６７號
黃旭瑞耳鼻喉科診所,073802334,高雄市三民區大昌二路４８２號一樓
蕭瑞榮小兒科診所,073867121,高雄市三民區建工路531.533號一樓
靖康診所,073802806,高雄市三民區陽明路６號
魏榮洲神經科診所,072519828,高雄市三民區建國三路４８９號
高照星皮膚科診所,073220664,高雄市三民區九如二路275號277號1樓
興中聯合診所,073867535,高雄市三民區九如一路９５０號
徐樹本小兒科診所,073867833,高雄市三民區建興路３７３號
和信診所,07-3876356,高雄市三民區覺民路596號一樓
富生診所,07-3967117,高雄市三民區覺民路2-1號1-2樓
建心診所,07-3593343,高雄市三民區裕誠路108號1-2樓
吉錠診所,07-3127732,高雄市三民區九如二路53號1樓
邱建皓耳鼻喉科診所,07-3909099,高雄市三民區鼎山街365號1樓
承安耳鼻喉科診所,07-3160789,高雄市三民區力行路250號1樓
家欣診所,07-3909855,高雄市三民區明誠一路389.391號1樓
茂德診所,07-3122238,高雄市三民區自由一路14號
蔡智禮診所,07-3225728,高雄市三民區北平一街132號
真善美診所,07-3945929,高雄市三民區覺民路69號1樓
禾泰診所,07-3903829,高雄市三民區陽明路68號1樓
永馨診所,07-3858856,高雄市三民區大昌二路303號1樓
陳泰安診所,07-3924423,高雄市三民區建工路609號1樓
蘇景賢診所,073821450,高雄市三民區建工路575號一樓
胡榿小兒科診所,073827356,高雄市三民區九如一路８２０號一樓
林家璽診所,073229369,高雄市三民區察哈爾二街７８號一樓
宇田耳鼻喉科診所,07-3485317,高雄市三民區明誠二路２０號一樓
天民泌尿科診所,073927069,高雄市三民區大順二路８０號一樓
王俊仁耳鼻喉科診所,073959039,高雄市三民區陽明路４１６號一樓
振祐診所,073831541,高雄市三民區大豐二路１５４號一樓
鼎祥診所,073463266,高雄市三民區天祥一路135-1號1樓
醫鼎診所,07-3506789,高雄市三民區裕誠路１０１號一樓二樓
王漢卿小兒科診所,073877918,高雄市三民區陽明路１３２號一樓
呂佳群耳鼻喉科診所,073832988,高雄市三民區大昌二路305號一樓
儲昭仁耳鼻喉科診所,073890470,高雄市三民區九如一路８５４號一樓
洪肇志皮膚科診所,07-3830477,高雄市三民區建工路312號一樓
范雅修小兒科診所,073876366,高雄市三民區延慶街３９號一樓
吉星小兒科診所,07-3487936,高雄市三民區天祥一路135-1號1樓
王錦澤診所,07－3472987,高雄市三民區鼎中路356號一樓
大慶耳鼻喉科診所,073596393,高雄市三民區天祥一路１４６號一樓
開元診所,073873595,高雄市三民區陽明路２１號一樓
蔡仁正診所,073597493,高雄市三民區天祥一路200號1樓
葉旭顏泌尿科診所,07-3479828,高雄市三民區裕誠路88號1樓
許聰騰診所,07-3981023,高雄市三民區大昌二路98號.100號1-2樓
正中診所,07-3854616,高雄市三民區正忠路18號一樓
胡益揚耳鼻喉科診所,07-3926383,高雄市三民區聯興路131號1樓
博泰皮膚科診所,07-3808709,高雄市三民區陽明路213號1樓
李文正診所,07-3946077,高雄市三民區澄和路35-2號
施宗賢皮膚科診所,07-3829996,高雄市三民區建工路638號一樓
黃學武家庭醫學科診所,07-3815665,高雄市三民區大昌二路23號一樓
長清診所,3851441,高雄市三民區九如一路135號1-3樓
朝日耳鼻喉科診所,(07)3112218,高雄市三民區嫩江街121號
謝明容耳鼻喉科診所,07-3903922,高雄市三民區大昌二路142號1樓
沐康診所,07-3452197,高雄市三民區河堤路318號1-2樓
禾沐診所,07-3805076,高雄市三民區正興路138號1-2樓
陳柏宏皮膚科診所,07-3822020,高雄市三民區建工路553號1-2樓
崇田耳鼻喉科診所,07-3899900,高雄市三民區建工路302號1樓
長春藤高雄明誠診所,07-3428181,高雄市三民區明誠一路528號2樓
良醫診所,07-3851603,高雄市三民區九如一路196號1樓
鼎山診所,07-3824296,高雄市三民區鼎山街598號1樓
磐石診所,07-3100969,高雄市三民區明誠一路710號1樓
灣內診所,07-3866118,高雄市三民區鼎山街705號1樓
佳恩診所,07-3862228,高雄市三民區建元路30號1樓
慈惠診所,07-3872417,高雄市三民區正忠路67號1-5樓
建康診所,07-3838788,高雄市三民區建工路537.539號1-4樓
惠民診所,,高雄市三民區正忠路185號1樓
興聖診所,07-3868367,高雄市三民區建工路696-1號1-3樓
清泰診所,07-3425355,高雄市三民區明誠一路800號1樓
銘陽診所,07-3963488,高雄市三民區陽明路65號1-2樓
明陽診所,07-3963488,高雄市三民區陽明路65號1-2樓
進安診所,07-2862494,高雄市三民區建國三路144號1樓
天祥診所,07-3809163,高雄市三民區建工路449號1樓
明錦診所,07-3127000,高雄市三民區九如二路198號1樓
明榮診所,07-3222875,高雄市三民區熱河一街370號1-2樓
元成診所,07-3903829,高雄市三民區陽明路81號1樓
後驛診所,3134133,高雄市三民區九如二路307號1樓
聖新診所,07-3233138,高雄市三民區自立一路336號1樓
晶品診所,07-3222517,高雄市三民區十全一路223號1樓
基恩診所,07-3925948,高雄市三民區陽明路314號1樓
林志哲耳鼻喉科診所,07-3987593,高雄市三民區大豐二路90號92號1樓
耀盛耳鼻喉科診所,07-3929728,高雄市三民區澄和路27號.29號1樓
偉倫小兒科診所,07-3800333,高雄市三民區鼎山街225號1樓
拉法診所,07-3854591,高雄市三民區陽明路105號1樓
朱光興診所,07-3229699,高雄市三民區博愛一路320號1樓
豐華診所,07-3965088,高雄市三民區陽明路107號1-4樓
順達診所,073827026,高雄市三民區鼎山街６７７號
鄭榮祥診所,072511241,高雄市三民區自強一路１９７號一樓
力仁診所,073897668,高雄市三民區正忠路１９８號
張氏診所,073419182,高雄市三民區金鼎路３６８之５號一樓
錫謀診所,073835551,高雄市三民區陽明路３９８號
張倉銓診所,073808538,高雄市三民區大順二路１８３號
上仁診所,07-2155510,高雄市三民區中華三路２８５號一樓
陳恒全診所,072518690,高雄市三民區自強一路２２２號
莊永昌診所,073922289,高雄市三民區建工路３３２號
名祥診所,073493012,高雄市三民區鼎力路１１６號
施秉昌診所,073210673,高雄市三民區力行路１０８號一樓
佑誠診所,073869132,高雄市三民區正興路９８號一樓
和致祥診所,073812297,高雄市三民區建工路３６５號一樓
蘇淑玲診所,073956416,高雄市三民區建工路２９９號一樓二樓
洪乘龍診所,073470398,高雄市三民區明誠二路１8號一樓
瑞慧診所,073951951,高雄市三民區九如一路５６５巷１號四樓之４
快安診所,073895420,高雄市三民區立忠路２９號一樓
光暉診所,073907689,高雄市三民區新民路106號一樓
蔡式良診所,073593613,高雄市三民區河堤路２９０號一樓
亮忠診所,073490760,高雄市三民區明誠二路２８號一樓
育明診所,073478461,高雄市三民區民族一路５３７號一樓二樓
養元診所,07-3800638,高雄市三民區正興路163巷2號一樓
以琳診所,07-3879919,高雄市三民區覺民路572號一樓
長生診所,07-3959090,高雄市三民區聯興路145巷52號1樓
張殷彰診所,07-3867121,高雄市三民區建工路531.533號一樓
王國安診所,07-3865379,高雄市三民區建興路193號1樓
安昕診所,07-3832564,高雄市三民區大昌一路159.161.163號一樓
立人診所,07-3890251,高雄市三民區民豐路77號1樓
林振東耳鼻喉科診所,07-3826598,高雄市三民區陽明路99號1樓
仲?診所,07-3895640,高雄市三民區大順二路96號1樓
捷祺家庭兒科診所,07-3503666,高雄市三民區裕誠路125號1樓
覺民診所,07-3386101,高雄市三民區澄清路387號1樓
郭建宏小兒科診所,07-3982606,高雄市三民區義華路394號1樓
林佳豪耳鼻喉科診所,07-3595038,高雄市三民區鼎中路639號1樓
媄儷時尚美學診所,07-7776590,高雄市三民區文濱路51號2樓
僾彼高榮育仁診所,07-3891080,高雄市三民區九如一路896號1-2樓
林正?小兒科診所,07-3806183,高雄市三民區覺民路647號1樓
開心診所,07-3929988,高雄市三民區敦煌路82號1樓
舒心身心診所,,高雄市三民區吉林街150號2樓
漾時尚診所,07-3812286,高雄市三民區大昌二路220號1樓
和平醫療社團法人進興診所,07-3869559,高雄市三民區九如一路171號1樓
陳建良診所,07-3646688,高雄市楠梓區後昌路779號1樓
杏美診所,07-3645599,高雄市楠梓區德祥路149號1樓
蔣醫師診所,07-3639490,高雄市楠梓區建昌里萬昌街118號1樓
鄧凱太家仁診所,07-3631608,高雄市楠梓區德民路991號1樓
高耿耀診所,073529803,高雄市楠梓區建楠路１79號1樓
慶仁耳鼻喉科診所,073658663,高雄市楠梓區軍校路８８４號
楊雲志診所,073643826,高雄市楠梓區軍校路６76號１樓
管士育診所,07-3514266,高雄市楠梓區興楠路４１５號１樓
廖宏輝小兒科診所,073543030,高雄市楠梓區楠梓新路２７９號１樓
常德診所,073537431,高雄市楠梓區常德路３３１號１樓
佑強診所,07-3683687,高雄市楠梓區德民路908、910號1-5樓
郭士彰耳鼻喉科診所,07-3683235,高雄市楠梓區後昌路862之1號1樓
孫欲珍小兒科.家庭醫學科診所,07-3613709,高雄市楠梓區德賢路241號1樓
周祖佑小兒科診所,07-3531266,高雄市楠梓區楠梓新路255號1樓
行政院國軍退除役官兵輔導委員會楠梓榮民自費安養中心醫務室,07-3652828-3007,高雄市楠梓區加昌路631號
冠全診所,07-3602123,高雄市楠梓區德民路1002之12.1樓
仁安診所,07-3684128,高雄市楠梓區後昌路1165號1樓
建霖耳鼻喉科診所,07-3523006、3542562,高雄市楠梓區鳳楠路248號1樓
謝坤霖耳鼻喉科診所,07-3551661,高雄市楠梓區鳳楠路263號1樓
智惠內兒科診所,073612561,高雄市楠梓區後昌路１９５號１樓
李國祥內兒科診所,073619595,高雄市楠梓區後昌路７63號1樓
瑞鴻小兒皮膚科診所,07-3612001,高雄市楠梓區右昌街９１-９３號1樓
郭獻智皮膚科診所,073623548,高雄市楠梓區後昌路１４７號
楊煌榮內兒科診所,07-3611986、3618293,高雄市楠梓區加昌路９７２號
宏生診所,073619412,高雄市楠梓區樂群路１７９巷２號
吉豐耳鼻喉科診所,07-3515056,高雄市楠梓區建楠路143號1樓、3樓
傅耳鼻喉科診所,07-3651727,高雄市楠梓區軍校路710之１．２號
賴聰宏小兒科診所,073630769,高雄市楠梓區軍校路６６４-６６６號
康健軍診所,073614685,高雄市楠梓區後昌路７９９號
苑秉純小兒科診所,073645885,高雄市楠梓區軍校路７９０，７９２號１，２樓
容貴耳鼻喉科診所,073523534,高雄市楠梓區楠梓新路127號1樓
洪宏典聯合診所,073514105,高雄市楠梓區建楠路９３號
陳其新診所,073521077,高雄市楠梓區楠梓路２8號
健安診所,073529801,高雄市楠梓區岳陽街５３號
平安診所,07-3556110,高雄市楠梓區楠梓路１２５號
愛生診所,073652378,高雄市楠梓區後昌路７９５號１樓
宏育診所,073655331,高雄市楠梓區樂群路２４１號１樓
陳顯明診所,073648127,高雄市楠梓區德賢路２６５號１樓
康東原診所,073610115,高雄市楠梓區右昌街376號
九大聯合診所,073531510,高雄市楠梓區楠梓新路２６０號１、2樓
興義診所,073539993,高雄市楠梓區興楠路342號344號１-２樓
聖昌診所,073639666,高雄市楠梓區後昌路７７３號１樓
祥霖診所,73630930,高雄市楠梓區德賢路530巷9號1、2樓
祈福診所,07-3531117,高雄市楠梓區楠梓新路271號1-2樓
馮文瑋皮膚專科診所,07-3520333,高雄市楠梓區楠梓新路175號1、2樓
王建安小兒科診所,07-3600680,高雄市楠梓區德民路949號1樓
廣佑安診所,07-3605998,高雄市楠梓區後昌路678號1樓
楠華診所,07-3533606,高雄市楠梓區興楠路295.297號
健康家庭醫學診所,07-3535296,高雄市楠梓區清豐二路86號
郭玉柱診所,07-3661166,高雄市楠梓區軍校路838號
長義診所,07-3640593,高雄市楠梓區惠民路46號
家福耳鼻喉科診所,07-3609988,高雄市楠梓區後昌新路15號1-2樓
佳生診所,8053465,高雄市小港區康莊路一三六號一樓
小林診所,078711285,高雄市小港區鳳林路67號1樓
合田耳鼻喉科診所,07-8013571,高雄市小港區漢民路337號1樓
高健診所,07-8027828,高雄市小港區漢民路702號1樓2樓
謝杰興耳鼻喉科診所,078063384,高雄市小港區康莊路６９號２樓
勞小兒科診所,078039222,高雄市小港區漢民路６９３－２號
聖泰耳鼻喉科診所,078020972,高雄市小港區漢民路２１４號
葉武忠診所,078070007,高雄市小港區漢民路５１７號１樓
王瑞琦耳鼻喉科診所,077930037,高雄市小港區桂陽路１７２－１號１樓
聖心皮膚科診所,8013570,高雄市小港區漢民路196號1樓
柯芳蓉黃麗瑛小兒科診所,07-8053077,高雄市小港區漢民路716號一樓
蔡坤霖小兒科診所,07-8030816,高雄市小港區二苓路一百四十八號壹樓
謝子偉皮膚科診所,07-8038535,高雄市小港區漢民路五一九號壹樓
信安診所,8159067,高雄市小港區港順街32號1樓
和杏診所,8065034,高雄市小港區宏平路356號1樓
長慶小兒科診所,8068170,高雄市小港區漢民路四一三號一樓
季仁診所,8013712,高雄市小港區宏平路497號一樓
鳳林診所,078720822,高雄市小港區鳳林路93-1號1～2樓
瓏耀小兒科診所,078017771,高雄市小港區二苓路２７０號
羅錦泉診所,078314168,高雄市小港區平和路港口里１０５號
蔡正雄診所,078016655,高雄市小港區沿海一路１２３號
民益診所,078060364,高雄市小港區民益路６２號
大林蒲診所,078714668,高雄市小港區鳳林路１１３－１號
蔡聰慶診所,077914257,高雄市小港區孔鳳路２３９號
蔡經緯診所,07-8230227,高雄市小港區港正里平和＋路７號
翁資盛診所,078038094,高雄市小港區宏平路６０２號
李宣炘診所,078063229,高雄市小港區漢民路２４９號
明義診所,077916959,高雄市小港區孔鳳路５４２號
施晉南診所,078021622,高雄市小港區平治街1-1號
洪清中兒科診所,078063773,高雄市小港區二苓路１９２號１樓
芋佃小兒科診所,8033937,高雄市小港區宏平路378號1樓
明港診所,07-8055116,高雄市小港區華山路137、139號一、二樓
王竹君小兒科診所,07-8012382,高雄市小港區宏平路353號一樓
誼安診所,8069353,高雄市小港區康莊路150號1樓
漢民好心診所,07-8012121,高雄市小港區漢民路717號1樓
桂陽診所,07-7917770,高雄市小港區桂陽路310號1樓
田源診所,073432641,高雄市左營區政德路２３０號１.２.３樓
進隆耳鼻喉科診所,075818153,高雄市左營區左營大路３４３號
胡義祥內兒科診所,075826811,高雄市左營區左營大路８５號
謝內兒科診所,075815090,高雄市左營區左營大路６３０號
杜小兒科診所,075825626,高雄市左營區左營大路１０－２號
馬遠成診所,075832348,高雄市左營區果峰街２巷３號
傳家家庭診所,073452688,高雄市左營區裕誠路２６５號
蔡鶴峰診所,073661818,高雄市左營區後昌路６０１號
楊耳鼻喉科診所,073651536,高雄市左營區後昌路７３１號
沈診所,073419148,高雄市左營區明誠二路２１０號
加安耳鼻喉科診所,75816899,高雄市左營區左營大路９５號
長安診所,07-5821864,高雄市左營區左營大路253號１樓
富民皮膚科診所,75577771,高雄市左營區富民路１５７號１樓
楊宜璋耳鼻喉科診所,075591007,高雄市左營區明誠二路362號１樓
彭賢禮皮膚科診所,75838868,高雄市左營區左營大路103號１.2樓
國聖診所,,高雄市左營區文慈路１５０號一樓
力人耳鼻喉科診所,75560618,高雄市左營區自由二路456號一樓
王聖智耳鼻喉科診所,75586755,高雄市左營區博愛二路292號一樓
張簡耳鼻喉科診所,75587017,高雄市左營區自由三路300號1樓
黃慧光皮膚科診所,3615530,高雄市左營區後昌路631號1樓
李凱斌小兒科診所,3454784,高雄市左營區文莊路53號1樓
榮南皮膚科診所,75561710,高雄市左營區忠言路146號
嘉仁診所,5881977,高雄市左營區翠華路609號
謝宗哲耳鼻喉科診所,75584717,高雄市左營區裕誠路424號1樓
葉乙力小兒科診所,3456256,高雄市左營區華夏路700號1樓
常玉皮膚科診所,5506011,高雄市左營區自由二路336號1樓
薛智峰耳鼻喉科診所,07-3439190,高雄市左營區華夏路703號1樓
陳文星耳鼻喉科診所,3100838,高雄市左營區民族一路1028-10號1樓
安欣泌尿科診所,3457626,高雄市左營區崇德路278號1樓
林政賢皮膚科診所,3454189,高雄市左營區華夏路718號1樓
李錦源小兒診所,5851188,高雄市左營區左營大路139-1號1樓
陳進成診所,3503387,高雄市左營區華夏路985號1樓
王津勝小兒科診所,5533243,高雄市左營區華夏路260號1樓
晨田耳鼻喉科診所,,高雄市左營區榮佑路41號1樓
康澤小兒科診所,3453356,高雄市左營區自由三路382號1樓
陳信旭小兒科診所,5590256,高雄市左營區民明華一路169號1樓
吉祥診所,5810757,高雄市左營區翠華路601巷75號1樓
陳企亨診所,3416119,高雄市左營區至真路45號1樓
河堤診所,5575658,高雄市左營區裕誠路190號1樓
漢元診所,5880110,高雄市左營區翠華路601巷132號1樓
郭正強診所,5591060,高雄市左營區明華一路229號1樓
陳俊男診所,5506531,高雄市左營區自由二路216號1樓
李全忠診所,3496555,高雄市左營區自由三路528號1樓
良生診所,075832509,高雄市左營區左營大路１１１號1樓
德仁診所,075819228,高雄市左營區勝利路１９０號
左營仁愛診所,075819284,高雄市左營區左營大路７９８號
江春木診所,073417377,高雄市左營區天祥二路１０５號
福仁診所,073412612,高雄市左營區新庄仔路７１２巷３號
羅振原診所,073491288,高雄市左營區富民路１１４號
安生診所,75586166,高雄市左營區裕誠路１６６號１樓
黃昭文診所,73481289,高雄市左營區明誠２路３３６號１樓
沈嘉充診所,75851778,高雄市左營區中華１路５之２號１樓
陳進祥診所,73491349,高雄市左營區文德路２號
德安診所,73464695,高雄市左營區民族１路９０１巷１號１樓
嚴世安診所,75811746,高雄市左營區翠峰路３２號１樓
李建中診所,73499801,高雄市左營區崇德路２３８號１樓
裕興診所,5583277,高雄市左營區自由二路320號1樓
金仁福診所,5529843,高雄市左營區華夏路228號1樓
王欽程診所,3491100,高雄市左營區華夏路1141號
華夏診所,3453961,高雄市左營區華夏路708號1樓
龍華診所,5563868,高雄市左營區大順一路552號3.4.5樓
仁杏診所,5571157,"高雄市左營區博愛二路568號1
福山診所,3482323,高雄市左營區重愛路218號1樓
永霖小兒科診所,5551870.35,高雄市左營區孟子路415號1樓
裕生診所,5563707,高雄市左營區富民路340.342.346號2樓
奧拉克診所,5566620,高雄市左營區明華一路120號2樓
富誠診所,5560925,高雄市左營區富國路355號1樓
耕心療癒診所,3592011,高雄市左營區曾子路332號1樓
尚禾診所,5583218,高雄市左營區博愛二路6號1-3樓
雙子星小兒科診所,3501366,高雄市左營區大中二路238號1樓
童童兒科診所,3456933,高雄市左營區自由四路147-1號1樓
吳崇敏診所,3100099,高雄市左營區民族一路1028-11號1樓
楊東穎診所,,高雄市左營區自由三路327號1樓
陳建志耳鼻喉科診所,5580318,高雄市左營區自由二路228號1樓
林淳生診所,,高雄市左營區左營大路471號1樓
心方診所,07-3450697,高雄市左營區華夏路729號1樓
蔡東隆診所,5567653,高雄市左營區富國路39號１樓
欣正中診所,5555171,高雄市左營區南屏路245號1F
乃聖診所,3482853,高雄市左營區文強路232號1樓
嘉柏雅診所,75562988,高雄市左營區富民路291號4樓
康耀診所,73590382,高雄市左營區華夏路1335號1樓
鍾愛一身診所,073426156/3426171,高雄市左營區民族一路1080之2號1-2樓
易康診所,73490789,高雄市左營區新庄仔路179-6號3樓
自由維格診所,75509237,高雄市左營區自由二路98號1-5樓
柯銘澤耳鼻喉科診所,5590020,高雄市左營區忠言路81號1樓
文川家庭診所,73593027,高雄市左營區文川路128號1樓
德能診所,07-5857673,高雄市左營區左營大路692號1、2、3樓
彌馨診所,07-8629880,"高雄市左營區至聖路288號1
聖康診所,07-3461136,高雄市左營區華夏路971號1F
巨蛋法泊時尚診所,5585838,高雄市左營區博愛二路654號1樓、656號1樓
欣聖診所,07-5560525,高雄市左營區自由二路143號1F
中山診所,5509000,高雄市左營區明誠二路427號2.3.5樓
幸福診所,,高雄市左營區軍校路218號1、2樓
中心小兒科診所,3497778,高雄市左營區新庄仔路179-6號2樓
蔡佳祝皮膚科診所,,高雄市左營區崇德路287.289號1.2樓
心晴診所,3463099,高雄市左營區民族一路1032號1樓
鄭倩寧家醫科診所,5508375,高雄市左營區自由二路226號1樓
恩欣小兒科診所,3451966,高雄市左營區自由四路324號1樓
陽光診所,3412598,高雄市左營區自由三路176號1樓
哲民診所,5570500,高雄市左營區明誠二路500號1樓
親子診所,3463877,高雄市左營區民族一路1030號1樓
廖耳鼻喉科診所,5509691,高雄市左營區富國路343號1樓
河堤美先皮膚科診所,9745111,高雄市左營區明誠二路180號1.2樓
東陽診所,3457778,高雄市左營區華夏路626號1.2樓
許英哲張漢明耳鼻喉科診所,3592268,高雄市左營區華夏路1139號1樓
